status,order_id,address,btcvalue,received,created_by,product
-1,c000488f-2410-11ee-9068-b60d80ff59ee,bc1qedkfngy4vjjyxyg5952suygqxedcwe0xzw3e64,1.0,0.0,Reyrey1996,
-1,80bcb1aa-2423-11ee-95b2-b60d80ff59ee,bc1qqcf7e3m2s2xath6a8z8ykyvpastn8ueasu763r,1.0,0.0,Reyrey1996,Citi bank
-1,74b9912e-2681-11ee-ab04-b60d80ff59ee,bc1qvkclljnzg36vvadlljhs3kz38tks3l2qwqyz38,1.0,0.0,jdixon9989,Paypal Logs
-1,8d37b3bf-2688-11ee-916a-b60d80ff59ee,bc1qs0ets95etqpz984x9rmuepf5juy8q9d6mxzla9,1.0,0.0,Reyrey1996,Citi bank
-1,45406d8a-276e-11ee-a33f-b60d80ff59ee,bc1q0chgeqshrxxun84j6uqujfynhsng0e55lv7m6s,1.0,0.0,Gmoney,Paypal Logs
-1,6af0dc59-284e-11ee-999e-b60d80ff59ee,bc1qh9lwytw32gwt3rf32g5wyvsxls68ag202x9ymg,1.0,0.0,Sirtee,CIBC
-1,bfacd2de-28b3-11ee-858c-b60d80ff59ee,bc1q2x7m6u0gu4xemvdddh2nepr9d7tadgj368l360,1.0,0.0,Ddtym,Royal Bank of Canada
-1,90608589-2956-11ee-8b8b-b60d80ff59ee,bc1qmxsg4eq2rvm7fpa2k4zhwcanwfahqsu7dkh2t7,1.0,0.0,fugi,Wells Fargo
-1,35734546-2ae8-11ee-89c7-b60d80ff59ee,bc1q9q9qw5mthaycq2cu9vrkp4hdx6w3gj0ahly2wq,1.0,0.0,Kingking78,Huntington Bank
-1,33bb3475-2cad-11ee-81b5-b60d80ff59ee,bc1qh4h3jutt925ncqps8tr2x5ct08g7k2yl9sd5nw,1.0,0.0,Jonathanvc19,Wells Fargo
-1,b4d36b75-308d-11ee-848a-b60d80ff59ee,bc1qxn26ewrnv5ae5l83fzgm4xg6fxanx2g2vak0ku,1.0,0.0,Kennethboy11,Huntington Bank
-1,1016e519-35f9-11ee-bde8-c6f35f9dc0b7,bc1qtp6kkksxczn9xxffpq2exravgmter97jry0879,1.0,0.0,banger2gone,Extraction
-1,12e55128-35f9-11ee-8569-c6f35f9dc0b7,bc1qzzk83v94d2rwhcwdtdjtkc5tt62p2gt8k4j399,1.0,0.0,banger2gone,Extraction
-1,bb41df74-3696-11ee-b25d-b6166381c36f,bc1q9j9zm67gm42sfz5htgxlw9vl2qqnff9427nplr,1.0,0.0,banger2gone,Extraction
-1,6507ad77-f4b7-11ed-abab-7aa75e14d13a,bc1q04ax3tm2efqryr6s2mzepft83yhdvckxkf825j,1.0,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dg,bc1q8ts588ug4440hs8dzkpvs7djmatmj08pxvy2wr,3679.405997,100000000.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dh,bc1q8ts588ug4440hs8dzkpvs7djmatmj08pxvy2wr,3679.405997,100000000.0,Cozy244,Bank of America
2,dd786f26-e2f0-11ed-9323-22a58be78c4di,bc1q8ts588ug4440hs8dzkpvs7djmatmj08pxvy2wr,3679.405997,100000000.0,Cozy244,Citi bank
-1,217d68d5-f697-11ed-8cc2-f2dbe7cef615,bc1qqeqyuhpsn6yapz5klh5puchhcwtellumf7mauq,1.0,0.0,Sammie235,Capital One Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dk,bc1qfl25s6u9ghyumefyzl7wyk8g9gt24ld9wfuqy9,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dl,bc1qfl25s6u9ghyumefyzl7wyk8g9gt24ld9wfuqy9,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dm,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dn,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4do,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dp,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dq,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4dr,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4ds,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,3679.405997,0.0,Cozy244,Deutsche Bank
2,5fa996ad-ff0f-11ed-9751-b26513c39500,bc1qxdjy2je4fqwdjcns6n4c0zsc5la9q2m5pvwecj,3648.636322,0.0,Chynex1,Woodforest
-1,0881e037-036c-11ee-91d2-b26513c39500,bc1qr5x7dua2degeyu5v8qc3r4fvyhpj25mana7v63,1.0,0.0,Nelly,Woodforest
-1,0f272a0d-036c-11ee-a924-b26513c39500,bc1q6dngc00sllhfmejex9nzwrt4lxvkkmf3t4cdzc,1.0,0.0,Nelly,Woodforest
-1,f6deb48a-0609-11ee-9b3b-b26513c39500,bc1q5ex4rtp0lnr34t5p3frtu9juzwpfzrukqfzljk,1.0,0.0,Stain573,Woodforest
-1,3e1d61d2-0a8a-11ee-8a2f-cab82dad2c0e,bc1qw3e2rzacv0x899v00y4h9dwsnjph7xqwxtguxn,1.0,0.0,AshStreetz98,Chase Bank
-1,942227c3-0baa-11ee-a1a9-cab82dad2c0e,bc1q623yhheahxfyqt6t2rsx4ehjuy5mxh3hjsevvh,1.0,0.0,banger2gone,Huntington Bank
-1,87c19eed-11d2-11ee-a4fb-7e9a5e4b53eb,bc1qlvzwxsq322lppf552a7wyzlp4uvpjyk3ntcsh7,1.0,0.0,Maria,Chase Bank
2,9aeaa38e-0baa-11ee-8d73-cab82dad2c0e,bc1q5ax72mfpgd5nq780qwslvms3l4kadcjfcd7u9l,703412.9597,712068.0,banger2gone,Huntington Bank
-1,2d1c2c24-0d69-11ee-b776-7e9a5e4b53eb,bc1qpfvyhgh8l84xfhcs7vmx5axsplallyz7n44rmk,1.0,0.0,Duron33,Wells Fargo
-1,a6adb7b1-1266-11ee-b2b5-7e9a5e4b53eb,bc1qykgtsmj4upxygpa99qded8dk25h0qt6hxgnpj2,1.0,0.0,Sirtee,CIBC
-1,81343d48-13eb-11ee-8ca2-7e9a5e4b53eb,bc1qfn433lnf09fpzsce96pu9mznghg7lqteu8v9yj,1.0,0.0,Sirtee,CIBC
-1,90f4b3c1-1543-11ee-b83f-7e9a5e4b53eb,bc1qm2678r4rcl3ff8e559xpgpdnuq79457dl3tw7e,1.0,0.0,Sinnaspin27,Paypal Logs
-1,b0fda94b-1622-11ee-be07-7e9a5e4b53eb,bc1qq605p08rqpdke3xl0y6qaqayz8rycudkpcngez,1.0,0.0,Cozy244,Wells Fargo
-1,fcc2faed-1629-11ee-a2fd-7e9a5e4b53eb,bc1q5h6r6v5laeg25szl5kvhfrd9zx6rt2mx7vg934,1.0,0.0,Jaylinrhea,Deutsche Bank
-1,21787069-162d-11ee-a8bf-7e9a5e4b53eb,bc1q5cv0e4hvaw52x5xc6np93azldth44au3e6lfm6,1.0,0.0,Jaylinrhea,Bank of America
-1,fd457d6c-1649-11ee-bb24-7e9a5e4b53eb,bc1qk5wrj9tk80ur8atjp7fzn4xjc40vuzz22l84ke,1.0,0.0,dlovesamuri94,Chase bank
-1,6469befc-1669-11ee-8c85-7e9a5e4b53eb,bc1q63ykqystprvvzxvrsqhlpfz0rdgzlearmyj9tz,1.0,0.0,Ddtym,Royal Bank of Canada
-1,572c528c-16a9-11ee-8794-7e9a5e4b53eb,bc1qsawxqlfuvk9kdjswz494ela645c924ss022aey,1.0,0.0,Fakeie187,Chase Bank
2,bb33f099-269b-11ee-8bb1-b60d80ff59ee,bc1qpqws9wecvv4l84wz4ae3ezs69ypwfv6qn25upf,841362.7384,60005.0,Reyrey1996,
2,8dc4cc24-2688-11ee-b81a-b60d80ff59ee,bc1qjylvf6dsek42yggdwqjghgcusr9mhhp2pa39sl,284021.748,983849.0,Reyrey1996,Citi bank
-1,1c9a3eee-1731-11ee-b681-4a367062ec66,bc1qg09wacnlupmzhydh4mdjfxptntujmdsw9t0p32,1.0,0.0,sabrinala90,
-1,1ed30678-1731-11ee-b7eb-4a367062ec66,bc1qtr48qd868jsr4vzuusawrehl8v6s22dvzgeu5c,1.0,0.0,sabrinala90,
-1,481ed280-1783-11ee-ab0a-6a2a40c1edcc,bc1qwy4ysdy7q4qc2t8prw03vxl3gsg6n428t2770z,1.0,0.0,Fakeie187,Wells Fargo
-1,32d971b0-21f7-11ee-949e-b60d80ff59ee,bc1qsjjctpgz3mxxvzlvzp5dhgmsavjnnf6r076pqv,1.0,0.0,Dabank,
-1,67434d61-2385-11ee-8be5-b60d80ff59ee,bc1qzj3u8z6ha0cvptap8tw7lp98mvtx7p7gdfdz60,1.0,0.0,Lucky_Se7en160,
-1,3bcc73e5-23df-11ee-9ac2-b60d80ff59ee,bc1qrr8avkraz6ampex7cjauc890rpf8kcws7gqewe,1.0,0.0,Cozy244,
-1,25326bbc-2411-11ee-aeff-b60d80ff59ee,bc1qywq90y2ulqje6a670j9dyvjfl2f70qwvecgmf8,1.0,0.0,Reyrey1996,
-1,f35bebdc-25c3-11ee-ac0b-b60d80ff59ee,bc1qzcmcrt733297gt7378numfgdzq0h923s7nzwu4,1.0,0.0,helioimperium,
-1,8ec60954-271a-11ee-be3e-b60d80ff59ee,bc1qwae2hhvzleha2pfpnf67elw8elalxgtquct8ef,1.0,0.0,Kinghezey23,
-1,b5343959-271a-11ee-8f7d-b60d80ff59ee,bc1q9gmrvxhxgk8qnj2w8y83ncj2nawwdsws9vanx9,1.0,0.0,Kinghezey23,
-1,0533b0b7-271b-11ee-905d-b60d80ff59ee,bc1qun987yrrmh2j7awuxcj8wpm3myn7u8h9nnev6u,1.0,0.0,Kinghezey23,
-1,ea9056b2-2cbf-11ee-8e01-b60d80ff59ee,bc1q6ycdswn5wkqp600dgtdd4fkt5fxql473av5uyc,1.0,0.0,Denkerpark,
-1,bdccf439-36e6-11ee-82d6-b6166381c36f,bc1qkgdp2ux5a3km8scetw59wem4h72p3vhf336whc,1.0,0.0,SkullyB,Municipal Credit Union
-1,7bb1f176-378d-11ee-83de-b6166381c36f,bc1q8w5p6w8udwudxgque9nkz8xpzm3v5vfwen8q03,1.0,0.0,Needyspeedy1,Huntington Bank
-1,7cd66a06-378d-11ee-9181-b6166381c36f,bc1qaznzxfwre8qhtntffd29up6v889gzzahs6rz2m,1.0,0.0,Needyspeedy1,Huntington Bank
2,d8f6ce16-3d9c-11ee-9088-a2bef7344a90,bc1qg0cy52uzy2h94jsr97qsuf3yhz6pkhw5re7aq2,954289.53144384,950325.0,Bossmann00,Extraction
2,ac748616-3811-11ee-922a-b6166381c36f,bc1qvenww0lqheemejyl0u0gv8rdqc9zr2zpc739gt,859271.887373515,925119.0,banger2gone,Extraction
-1,3fd31db5-3817-11ee-8848-b6166381c36f,bc1q5m99vfzwukqz2zr52rfyu4pv6q6af8nldkswkg,1.0,0.0,banger2gone,Extraction
-1,420e1a02-3817-11ee-bf28-b6166381c36f,bc1qxhx8ng9a5yakz5yzmdmsz892yx50lvad8j0dls,1.0,0.0,banger2gone,Extraction
-1,c54e8589-384e-11ee-8066-b6166381c36f,bc1qs9pndk7kzhs9elzd86ed7t78xu073vfzn9mwaq,1.0,0.0,BidnessMann00,Huntington Bank
-1,c250fb0c-3854-11ee-9180-b6166381c36f,bc1qag8cgzj442yv6gd7v0v8supqug9jzfreqta3px,1.0,0.0,BidnessMann00,Huntington Bank
-1,70c6bd27-3989-11ee-adf1-b6166381c36f,bc1qxdjy2je4fqwdjcns6n4c0zsc5la9q2m5pvwecj,1.0,0.0,bernard31,Commerzbank
-1,b2c9617a-399a-11ee-8a30-b6166381c36f,bc1qefwdd9lcqdvzjs28vfyqy7knhdh5y2jewn9g8x,1.0,0.0,Megacashouts,Wells Fargo
2,3e6bf72f-37a6-11ee-a28b-b6166381c36f,bc1qd6fq2740ecmqf5tmdya5njxpfvlyd9wu30cn9z,3434.9860196069003,160621.0,CMIYC6453,Wells Fargo
-1,d2b7aec7-3b41-11ee-9c8d-b6166381c36f,bc1q7t6znhga4u76mus6s05ym7d8dg6apsh2rpuxu7,1.0,0.0,Ddtym,Royal Bank of Canada
-1,6b6503da-3df6-11ee-83f9-a2bef7344a90,bc1q24fh5qc0mcwh4uy8wuje6d3kjutrfty9l8xc9e,1.0,0.0,Duron33,Wells Fargo
-1,8be483f0-3e2b-11ee-b3ef-a2bef7344a90,bc1qxca80a9z59kh47ef20uhvtgvs0440za2fykgdp,1.0,0.0,nikom19,Huntington Bank
2,aa283272-3b53-11ee-901b-b6166381c36f,bc1qp986enpf50qcj665mrhafw9fhk5n8xmwjnyc29,409211.7344043906,406659.0,Bossmann00,Wells Fargo
-1,c781540d-3cee-11ee-87d3-b6166381c36f,bc1qhylvv99upjkumn3p3ravgz7pfm39hzz4vypdcl,1.0,0.0,Santorochristopher6,Paypal Logs
-1,cc4f2eee-3cf5-11ee-b829-b6166381c36f,bc1q2d05h795pt84qp9fe5pckkegcqwp24s4h68pem,1.0,0.0,Santorochristopher6,Huntington Bank
-1,37e4f7e7-3d0b-11ee-b72c-b6166381c36f,bc1q52m5da69d7rxpxu0hd8ru4lqce82yjk32u6ccp,1.0,0.0,100k TrapGod,Chase bank
-1,32f19e04-3d0e-11ee-8ad5-b6166381c36f,bc1qp2dn7sgavpaqcfxmgecphtjzvjerqgefprv7x9,1.0,0.0,100K TrapGod,Chase bank
-1,ee0c0071-3d0f-11ee-aa9d-b6166381c36f,bc1q4s9c6hnmadyudndwtwamwd7vq6cldn39xpjwqd,1.0,0.0,100k TrapGod,Chase bank
-1,a052c6f0-3e2d-11ee-b1a9-a2bef7344a90,bc1q0ytgl0zlvdja7deyhxvl30adfzn5pu84lkf4xx,1.0,0.0,nikom19,Huntington Bank
-1,151f6df2-3e2e-11ee-aed3-a2bef7344a90,bc1qd9eft4hp3kwpnf4lnq000yft65n5ram6ljtyl8,1.0,0.0,nikom19,Huntington Bank
2,1790b6aa-3d12-11ee-9354-b6166381c36f,bc1q4auwwuk97xsageg4u7q8mygw2yfv9wnaza3j5z,398308.6109342826,359110.0,100k TrapGod,Chase bank
-1,ee56e38a-3e2e-11ee-9fc7-a2bef7344a90,bc1qgxnu9hnkvxzu24fgryszmgwfe5sl9m2xs7fs0m,1.0,0.0,nikom19,Huntington Bank
-1,e1fce86e-3e2f-11ee-b0ce-a2bef7344a90,bc1qtpnm3sqznx8hh6nz6rkep2z676dq0g28xgsg04,1.0,0.0,nikom19,Huntington Bank
-1,e462f65a-3e2f-11ee-a1bb-a2bef7344a90,bc1qneuvl09sreatjxwcl3dfyxt02l5e35h52w9yu7,1.0,0.0,nikom19,Huntington Bank
-1,14917c0d-3e30-11ee-9a7b-a2bef7344a90,bc1qypkxrq5m2hrv4sxffzkc6xs6qfxvs037nnaktv,1.0,0.0,nikom19,Huntington Bank
-1,33d29e54-3e30-11ee-acb8-a2bef7344a90,bc1q9yz5wzdee905j8wymxcy9f8j2kptgf9jl975z9,1.0,0.0,nikom19,Huntington Bank
-1,c6b5de48-3e31-11ee-bf5d-a2bef7344a90,bc1qxc4ghx6ca0r4zwt3f0n7tr58knfrjryrzwmwn6,1.0,0.0,nikom19,Huntington Bank
2,1e3198a8-3d1f-11ee-9a47-b6166381c36f,bc1q898t8l7mc3djt7ap0mmprajh6cv0u7phukrjxu,906434.2327578081,856640.0,100k TrapGod,Extraction
2,7628ac8f-3d49-11ee-9a0f-a2bef7344a90,bc1qd0wx2tlqczhagu9qtvyugddhvxfywr90yyzm2l,3827.209160807847,3827.209160807847,prince,Wells Fargo
-1,bba63169-3e36-11ee-9288-a2bef7344a90,bc1q6qyknaq2fp839fxg3k2rwhsuvll48e8rprv3wg,1.0,0.0,nikom19,Extraction
-1,852f6954-3e3c-11ee-9128-a2bef7344a90,bc1qqxfwdw2w4u7835unl0p9fnhm44wvjan0dpml06,1.0,0.0,nikom19,Extraction
2,b870574d-356b-11ee-bd17-c6f35f9dc0b7,bc1qjzzj5vxjckzyv7yx7guyhk2vcduwm222slw7hz,3463.1914694667726,0.0,Megacashouts,Huntington Bank
2,dd786f26-e2f0-11ed-9323-22a58be78c4d,bc1qty0xuem2lm20dqft7d9raz0yh63g4rq448dmyk,3679.4059966958935,0.0,Cozy244,Wells Fargo
2,198701d1-3e2c-11ee-a604-a2bef7344a90,bc1qn34f69p7ltuua98c845l83ckk3x2rzxrj3rzqq,3871.497262851435,0.0,nikom19,Huntington Bank
2,e60e9f32-384e-11ee-966d-b6166381c36f,bc1q39z53mlxcxatpp4un96wapkacar6sepuyu24lp,3431.9563180599835,588443.0,BidnessMann00,Extraction
-1,18e9dd1a-42e3-11ee-a04c-9e3987739edc,bc1qymvchvyuhhyz4e9a5sjaxh39vh2ntjj2ndac84,1.0,0.0,Jr1181618,Credit Card[American Express]
2,6af1cc82-43a3-11ee-8f48-9e3987739edc,bc1q64lfn95kvnqpgdumwutts9mvzr8ssn0u63r7c8,1167132.6149586851,548935.0,Jb69,Huntington Bank
2,a6de4ee9-4315-11ee-991d-9e3987739edc,bc1q6thke0xckqm5cp62cyumjsnqxj35m4hrqpzy5q,3883.5102272241834,0.0,Jb69,Huntington Bank
-1,3682927e-4477-11ee-a660-9e3987739edc,bc1qc57xc0sc429pg7kdvexanafxs3m2cpah6fq74t,1.0,0.0,kimo12342,Cashapp
-1,3a02f14d-4477-11ee-a477-9e3987739edc,bc1qssmsw4utv4cx8d0de7ax2l9hkgvxwnmddxea9s,1.0,0.0,kimo12342,Cashapp
-1,3c9c2ab8-4477-11ee-acf0-9e3987739edc,bc1qd908739gjahpeyqg3jklvcgqx9clmrttyn4aa6,1.0,0.0,kimo12342,Cashapp
-1,62c07a18-4477-11ee-bda1-9e3987739edc,bc1qcdn8w52mvt27cu2ppul39mdxcuvrmfn7j0608w,1.0,0.0,kimo12342,Cashapp
2,dc7e15bd-4484-11ee-b876-9e3987739edc,bc1q00t2gf29w2ays4cw6uvh3esykplxpa2rt6u8r6,380736.29737835866,376953.0,kimo12342,Cashapp
-1,5e930b1e-4529-11ee-9704-22478ae35d1d,bc1qylx75pctdeq9qj8vvm5qqfrjhuy8ph08an2pag,352823.94860401907,,Bremeur,Bank of America
2,a21c9d4a-4529-11ee-a3c0-22478ae35d1d,bc1qwydcvf0m58cc2lezzp5s9yschyy7f826yc0zu2,3876.9006505439297,372662.0,Bremeur,Bank of America
2,a21c9d4a-4529-11ee-a3c0-22478ae35d1d,bc1qrreq6pwkhtve8xrrhcgkf23wsdpkqs986w5c4v,3876.9006505439297,59000.0,Bremeur,Extraction
-1,b08b1c69-467a-11ee-ad32-22478ae35d1d,bc1qmy3muktetumkz0wdk5d9dgwdqk3xhcse6snz8r,182957.8428538496,,Kappucheeno,Credit Card[American Express]
2,3f77eb2f-4097-11ee-be12-9e3987739edc,bc1qyj2k8k95aav6x2juz6tuayvt2k0q6hvkmpx4gk,3878.1034522876935,0.0,Jr1181618,Cashapp
-1,7a589822-46f3-11ee-85c8-22478ae35d1d,bc1qpv5xygjahatu4xfusphcjagv4hw34svkkn3nyf,919804.118514921,,Jr1181618,Extraction
-1,e2128381-4751-11ee-a001-22478ae35d1d,bc1qz50dzu2nn7frfaxt4rrswyk9yushg6a9chrfg4,1562901.1911539794,,Reyrey1996,Chase Bank
-1,e3f303ca-4751-11ee-b3b0-22478ae35d1d,bc1qsmuvmyxr8qusq6e56875m466qhaaf7nkugerf5,1562901.1911539794,,Reyrey1996,Chase Bank
-1,c4f9833a-4772-11ee-b90e-22478ae35d1d,bc1qmhlfr8ydy3nq5ncrvfqa89n2sudtr4pmalzrf0,185325.20867618496,,Aneser John T,Credit Card[American Express]
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qgfwg8y35el9gjgnw5f3479q74fpna92fvwjeke,3879.427396516274,351137.0,kimo12342,Huntington Bank
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qqh0zjvytv5869e8wz67kh406jc7jrzz7954hrn,3879.427396516274,0.0,kimo12342,Huntington Bank
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qqh0zjvytv5869e8wz67kh406jc7jrzz7954hrn,3879.427396516274,0.0,kimo12342,Huntington Bank
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qqh0zjvytv5869e8wz67kh406jc7jrzz7954hrn,3879.427396516274,0.0,kimo12342,Bank of America
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qv9f5w9pe9her35kea4nlq6l0p9x4s38czrursy,3879.427396516274,84171.0,kimo12342,Huntington Bank
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qv9f5w9pe9her35kea4nlq6l0p9x4s38czrursy,3879.427396516274,84171.0,kimo12342,Extraction
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qv9f5w9pe9her35kea4nlq6l0p9x4s38czrursy,3879.427396516274,84171.0,kimo12342,Chime
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qrt3jm34vvgsk3f5h7y5wt9ajtdxtwyqktg42y2,3879.427396516274,485790.0,kimo12342,Bank of America
