status,order_id,address,btcvalue,received,balance,created_by
-1,e1322636-0d97-11ee-9d85-7e9a5e4b53eb,bc1q4qgc7ert0fly73dmj6fs9dyumqp0r8p7yrwt0c,3805.9860548670945,0.0,0.0,Duron33
-1,38a61961-1762-11ee-9a49-6a2a40c1edcc,bc1q379fuw7kwcsv2hwrndlkn2cqc4ghnsnf3p3n2t,3361.5140259172736,0.0,0.0,Jaylinrhea
-1,a0c4635d-0e10-11ee-a2c8-7e9a5e4b53eb,bc1qeuqleyzqftwq2cmudnvraaq0853gx095urqk3z,3792.1737118933943,0.0,0.3,Tomd277
-1,a1b9c6bc-1734-11ee-9d76-4a367062ec66,bc1qrx2k8tf9cy75uqya08np4dmdq54cgth6k6cvvd,3278.4627943649784,0.0,0.0,Sabrinala90
-1,51749c4e-1753-11ee-80d9-6a2a40c1edcc,bc1q4t6t8drnw2u5jmda4vfdznv9myenz0ce7ft3vd,3351.768057650411,0.0,4.599999999999994,Fakeie187
-1,da4e7499-1c05-11ee-9f93-b60d80ff59ee,bc1q0jd0fqy8g6gdvm9c2ls9xv2ame0gj9hm9sgeu9,3324.490189429451,0.0,0.0,Trippyj
-1,1d325548-207c-11ee-9ee7-b60d80ff59ee,bc1qnt277f67jpy4d8kvekjwrtgrq2l0dc7sdy9ge9,3294.5781127997648,0.0,0.0,Boyz
-1,ebd45760-2109-11ee-b511-b60d80ff59ee,bc1qwacnmw50a0u72g69f7r9akq52njh3nk8sxp5rd,3326.359067155863,0.0,0.0,Desiboou
-1,6802a786-1e40-11ee-8d31-b60d80ff59ee,bc1q9hygmnlkwl0mj3nwany30nhz5kqzspdhge36sp,3335.25666467663,0.0,0.0,Kash
-1,36a90610-21c0-11ee-ae47-b60d80ff59ee,bc1qzpjq85t00vnlqrxw8pj6qqyjwwuxtx9gf557xa,3211.87107549503,0.0,0.0,Elyise
-1,5a5bd1d5-0bd3-11ee-87ae-cab82dad2c0e,bc1qg5629ckxh2w9j4lgsk60y0m4mljpl3kty08zgg,3948.1060935069445,0.0,0.0,banger2gone
-1,88e09ec1-f045-11ed-be45-6eeecd520c68,bc1q6m08f2006643gmxp4klyc6ph4dnrf2v24u9ha0,3738.946738703707,0.0,0.0,Ddtym
2,cba360eb-0340-11ee-87aa-b26513c39500,bc1q898t8l7mc3djt7ap0mmprajh6cv0u7phukrjxu,3733.9208035397564,856640.0,236.13452928,Kingsatchmo
-1,c302a325-119f-11ee-b7c5-7e9a5e4b53eb,bc1qtm08y75hs9vw7q3dnwm5vvcus4h8v2t9atcky2,3367.060051516019,0.0,0.0,Sirtee
2,9d51716a-0ad9-11ee-a9da-cab82dad2c0e,bc1q00t2gf29w2ays4cw6uvh3esykplxpa2rt6u8r6,3895.871155749137,376953.0,97.00282330200001,Salakos
2,dd786f26-e2f0-11ed-9323-22a58be78c4d,bc1qty0xuem2lm20dqft7d9raz0yh63g4rq448dmyk,3679.4059966958935,0.0,48.700000000000045,Cozy244
-1,531be23d-21f7-11ee-a5f5-b60d80ff59ee,bc1qp9ru6uj36fcshynvzfrza6l7g66xc2dyux2yr7,3205.939965568205,0.0,0.0,Dabank
-1,117c1bc4-225d-11ee-b7b4-b60d80ff59ee,bc1qp70gg9d6aajadtenp7xk5txtdczc30k7x6cd6s,3225.7232071430417,0.0,0.0,Redanboyi
-1,54dad1cb-22e8-11ee-af78-b60d80ff59ee,bc1qfcddx4hp6p050h53d9dfm99ulvp9ftdl9t9x5c,3331.4899089170663,0.0,0.0,Mankind
-1,e28af3e1-22ea-11ee-9db5-b60d80ff59ee,bc1qldw708306y3gfw4lh0eqhn6en7v526rcdmzc35,3329.8370044786307,0.0,0.0,MMerritt1
-1,1bc7d413-3064-11ee-97d8-b60d80ff59ee,bc1qazv0z2lap0vl3mj0g5pef4clep3szjexsp8eqa,3500.21176281165,0.0,0.0,e2cgaming!
-1,9862f91e-22d5-11ee-8244-b60d80ff59ee,bc1qan5zz295e9dk3ej3uce37ntsn43pr964e2fg9q,3335.1454290164324,0.0,0.0,Jahmiah90
-1,62591d2b-308d-11ee-9b4a-b60d80ff59ee,bc1qx0v0h4n5wgqjqqxqzf0t6rlh85ye7c7aa5d5c9,3493.0714926942414,0.0,0.0,Kennethboy11
-1,343258e0-23c0-11ee-a91e-b60d80ff59ee,bc1qu0r9s6nulklt5qlwy8ej484hkxh84ks96q0qjk,3332.267007890808,0.0,0.0,Blueeyes83
-1,85d164e4-2685-11ee-9b26-b60d80ff59ee,bc1q05xnrktmwhlmn22p8a2eka4vw0cd8j3m7trtqy,3381.2913151532575,0.0,0.0,jdixon9989
-1,afef9b6d-26a8-11ee-808d-b60d80ff59ee,bc1qnp4d9lmrwxe502r7585u5ntvyyr9cu58h0dq5f,3367.162088448614,0.0,0.0,farhansiddiq333
-1,2a3374d8-2956-11ee-8541-b60d80ff59ee,bc1qd9guljgqfhv56233tdrgfskjxcf0w9wxaxehd7,3377.5339948796586,0.0,0.0,fugi
-1,e02092df-2a38-11ee-9977-b60d80ff59ee,bc1qkye9emfq4anv2z4pj3nxsy69yfnrvvssnrynd7,3479.7132716264177,0.0,0.0,smokce
-1,cde8c93d-2aee-11ee-be2c-b60d80ff59ee,bc1qjxaegl69twayspzk0t2zm7mt36qcykj4v6t98e,3469.1626135283464,0.0,0.0,yarazamani66
-1,6fcd3af2-2385-11ee-a3f1-b60d80ff59ee,bc1q2h4gk4p0rz28rxfhdtrucspeqzgem4ufma4aka,3339.8014154078396,0.0,0.0,Lucky_Se7en160
-1,7199099c-2cbf-11ee-aee5-b60d80ff59ee,bc1qsaqe5es699jff6pttldza4twyjjpkqkrnmaaqz,3466.8413954729986,0.0,0.0,Denkerpark
-1,917f009e-2d6e-11ee-88c3-b60d80ff59ee,bc1q7jumqukhvl4xyrdn7r5xa9sd4p29van5hwtt4u,3458.8432244720075,0.0,0.0,Timlytle12
-1,08210bd7-2f06-11ee-ba0a-b60d80ff59ee,bc1qjelwjcctl6w9wurkqml2q9ah5v97fsmh9vxzh3,3438.529409742041,0.0,0.0,Rothschild
-1,ebdf026d-2e8e-11ee-a364-b60d80ff59ee,bc1q93mhqkjzm7g8kq78yhm5a6kuza5ry5yfyzznuf,3445.2820307870397,0.0,0.0,ganggeng
-1,696df89b-fbef-11ed-88bd-b26513c39500,bc1qucg78c5n6p8zeftnh9x48fgrlv5f8quh407n9g,3810.990133346545,0.0,0.0,Sammy233
-1,f18ab1d1-33be-11ee-9087-c6f35f9dc0b7,bc1qz8atl3ca2cegs596gug7g85ge66dtjlk5len2j,3477.9705346336305,,0.0,Marvelx000
2,a142f8ca-269b-11ee-a70e-b60d80ff59ee,bc1qldfj6n0ych5wlv23w9xpx9mk4fqz994udyn2cz,3365.4509536005276,1148588.0,1946.3445,Reyrey1996
-1,fea1c25a-3d01-11ee-9ba3-b6166381c36f,bc1qsw8ea8l0xn8xjt4ky0pqrnsapmuspql8adxn8c,3544.0382189081524,,,Mannatino
-1,9ef52e41-39cb-11ee-9cf8-b6166381c36f,bc1qzh7tg3gqd7rlv74nlt7xk8ndz8zclh26a9zhrm,3437.855603188955,0.0,,Binlabbin45
-1,176015c3-3a7b-11ee-bce3-b6166381c36f,bc1q38x6q6grlnasgee9t9zk6sn9fgvmwp5zkqmesd,3434.9860196069003,,,Coded.
-1,9ba3498a-378d-11ee-9fb7-b6166381c36f,bc1qvudss8ehx23luhxc8t77jnsl47v06324w6f6zd,3430.9672239701094,,,Needyspeedy1
-1,5b6deba8-26ba-11ee-b5ed-b60d80ff59ee,bc1qlwla80mncl9rlpg6l458vj6wuh9997vz9k0sdw,3370.6009444423844,0.0,0.0,4U2NV
-1,85c9f1f2-372d-11ee-b4f8-b6166381c36f,bc1q3plw55cny4k8u0y22jj0x4k73nkx223jr7r6th,3413.505191941397,,0.0,bernard31
-1,d4dba48a-3f16-11ee-b9c4-9e3987739edc,bc1qmuvmdvm9cgay8wh49c0cn3a7nce4425v7cndf0,3867.5592993529576,,,Qoison
-1,a1973bb2-3621-11ee-8d4f-b6166381c36f,bc1qhzn3t9p8c68umn3dfp50n8g95hqfgn50hdgtg8,3374.9236423525917,,,Bossedup100
-1,ac3088ae-3669-11ee-97b7-b6166381c36f,bc1qyuaykq5jn485dw3zquqrqs4w9m8mm397mmsdlq,3400.62027313782,,,Quain
2,3e6bf72f-37a6-11ee-a28b-b6166381c36f,bc1q3ghzwp923e9nya4as026wdhl75ph4yfm08xfmd,3434.9860196069003,0.0,3.9000000000000057,CMIYC6453
-1,b5e0194a-3616-11ee-9a54-b6166381c36f,bc1qhswa6khygx09wyrhl844t7s6hp9q6x5jgjgmjw,3390.1637788121543,0.0,,Kkananani
-1,df4acddb-3ca7-11ee-9d71-b6166381c36f,bc1q8cjrjw4vq0d9lqd4d498ck4qn9kty0xmm6ay9h,3535.9428591633964,,,Mavero99
-1,6d0f1fe5-3ce6-11ee-886e-b6166381c36f,bc1qaw2ak3ymcc0wk5ygg9xcuqns8jqm2urc9vrsqq,3540.2490919261086,,,JahJahSin6
2,7628ac8f-3d49-11ee-9a0f-a2bef7344a90,bc1qd0wx2tlqczhagu9qtvyugddhvxfywr90yyzm2l,3827.209160807847,3827.209160807847,999881.0,prince
-1,705e3053-3d0b-11ee-a062-b6166381c36f,bc1qq06pnqw44gnkm6hdf2sxdtmll4gc74au8slzlj,3565.5454214831243,0.0,0.0,100k TrapGod
-1,7982b2c7-3d0d-11ee-8c98-b6166381c36f,bc1qt726ulz9hetp60w9afyky0h60p6ehkulm2h5jn,3565.7361283950268,0.0,0.0,100K TrapGod
2,b870574d-356b-11ee-bd17-c6f35f9dc0b7,bc1qjzzj5vxjckzyv7yx7guyhk2vcduwm222slw7hz,3463.1914694667726,0.0,1463.1914694667726,Megacashouts
2,198701d1-3e2c-11ee-a604-a2bef7344a90,bc1qn34f69p7ltuua98c845l83ckk3x2rzxrj3rzqq,3871.497262851435,0.0,3.5599999999999454,nikom19
2,85999229-3da3-11ee-993d-a2bef7344a90,bc1qx8wavjq39nhj4fgngsacd6szg5ey7ansvt5djy,3821.0086698686723,0.0,22.334555674,Bossmann00
-1,144e64dc-400d-11ee-8c08-9e3987739edc,bc1qehanvvscmz98lqfgvjh7ud0834csnnkx4u8k3x,3888.024883359253,,0.0,Kingdinest
-1,3f77eb2f-4097-11ee-be12-9e3987739edc,bc1qykr75lemuamsvwhf2sp8h7h4wfv5cgv9acf780,3878.1034522876935,0.0,6.890000000000001,Jr1181618
2,3c779227-ff3e-11ed-9b78-b26513c39500,bc1qheuyatywq0ugmyse3l8pkhgnm2mvnjzczqaphn,3641.3821229986056,0.0,48.139915599999995,Jamesthielemier57
-1,942eff3b-2fcb-11ee-8f6a-b60d80ff59ee,bc1qsxfljd32rxmzrll44d8p0sjdkdfzp4x3kekc7l,3455.21011132687,0.0,0.0,Briize09
-1,bd3dc47e-413e-11ee-8d56-9e3987739edc,bc1qmhc6287g2u387sxkzz37t4vn984eutpqkn3wyr,3914.4765170553737,,0.0,Magotey
-1,a3efb45a-468f-11ee-ab8e-22478ae35d1d,bc1qg9myac973xtdgpuxjw5p5e0hswxfdjr9p6u6jg,3609.9649472403626,,,Frass321
2,a6de4ee9-4315-11ee-991d-9e3987739edc,bc1q6thke0xckqm5cp62cyumjsnqxj35m4hrqpzy5q,3883.5102272241834,0.0,0.8500000000000227,Jb69
-1,74cfc255-4466-11ee-b297-9e3987739edc,bc1qtryh9v482nyf2gsz6u2up7sz4r22huynlzt9fq,3883.480064155091,0.0,0.0,headboy2010
2,e60e9f32-384e-11ee-966d-b6166381c36f,bc1q39z53mlxcxatpp4un96wapkacar6sepuyu24lp,3431.9563180599835,588443.0,8.5,BidnessMann00
-1,5462ecc3-4303-11ee-988b-9e3987739edc,bc1q36fdz305k6qswwg7ug4axr3vytq6mjp4t07pca,3878.0432944753397,,,Killbill223
-1,ac97f3fd-4a75-11ee-b5d5-22478ae35d1d,bc1qw2ad0llcwsaew8kkdkdl85wqfswg7ymgajlxt7,3904.602745716651,,,youngmello51
-1,f634705a-46ea-11ee-aa6f-22478ae35d1d,bc1q55gznttnd9cesjsahwev37jada77qhz3txjs3u,3680.6248228699305,0.0,,Techmonkey
-1,b1414fd1-4bd4-11ee-a999-22478ae35d1d,bc1q0l6pdap79g94uuxm0qzfwhh7z46626g3g0vhp3,3925.4787121289446,,,Cashdrop12
-1,46072788-4772-11ee-acde-22478ae35d1d,bc1qd3y8z9rqajqk3y4m0crdesm4x0tvr5agmp3f6r,3706.5041735236996,0.0,0.0,Aneser John T
-1,cc25c383-48b8-11ee-a4e2-22478ae35d1d,bc1qwsfupwt9lecel5rmfsy2w7dn5c9n3vlpp4v964,3888.629646912428,,0.0,Norton43
-1,5e006c5f-4904-11ee-940b-22478ae35d1d,bc1q0f3nd48nhzys8xu076r88kgp7g4ugfryh5q3lu,3945.115552434531,,,Gqfrvnz
2,96b1576a-445f-11ee-bfdc-9e3987739edc,bc1qrt3jm34vvgsk3f5h7y5wt9ajtdxtwyqktg42y2,3879.427396516274,485790.0,61.76999999999998,kimo12342
-1,7477fa62-4d2c-11ee-8120-22478ae35d1d,bc1q56cwj5w5v5j44vr0upq3z54lyu5r4wqurc5jkp,3923.78441158929,,,Sharpeye
2,a21c9d4a-4529-11ee-a3c0-22478ae35d1d,bc1qrreq6pwkhtve8xrrhcgkf23wsdpkqs986w5c4v,3876.9006505439297,59000.0,6.449999999999989,Bremeur
-1,5d244332-466f-11ee-b693-22478ae35d1d,bc1qmywlntukz6x3lxavszgdxsssz790rv3m7a8tj2,3885.4567354392507,0.0,0.0,Kappucheeno
